NLC,TLC,Station Name,Region,Local Authority,OS Grid Easting,OS Grid Northing,Station Facility Owner,1617_Entry_Exits
2940,NVR,Navigation Road,North West,Trafford,377261,388782,Northern,106208
4216,NTH,Neath,Wales - Cymru,Castell-nedd Port Talbot - Neath Port Talbot,275100,197500,Arriva Trains Wales,818584
7354,NMT,Needham Market,East,Mid Suffolk,609110,254880,Greater Anglia,91706
9773,NEI,Neilston,Scotland,East Renfrewshire,247900,657080,ScotRail,396702
2565,NEL,Nelson,North West,Pendle,386030,437660,Northern,132970
2139,NES,Neston,North West,Cheshire West and Chester,329235,377737,Arriva Trains Wales,44892
6241,NET,Netherfield,East Midlands,Gedling,461905,340845,East Midlands Trains,7742
2047,NRT,Nethertown,North West,Copeland,298585,507910,Northern,412
5911,NTL,Netley,South East,Eastleigh,446400,108585,South West Trains,105740
6018,NBA,New Barnet,London,Barnet (London),526500,196000,Govia Thameslink Railway,1266648
5058,NBC,New Beckenham,London,Bromley (London),536720,170470,Southeastern,788496
2152,NBN,New Brighton,North West,Wirral,330480,393914,Merseyrail,864042
6289,NCE,New Clee,Yorkshire And The Humber,North East Lincolnshire,528500,410390,Northern,1286
5150,NWX,New Cross,London,Southwark (London),535475,179475,Southeastern,3310728
5345,NXG,New Cross Gate,London,Lewisham (London),536189,176950,London Overground,6614164
9533,NCK,New Cumnock,Scotland,East Ayrshire,261780,614260,ScotRail,26604
5119,NEH,New Eltham,London,Greenwich (London),544010,173040,Southeastern,2231694
6209,NHL,New Holland,Yorkshire And The Humber,North Lincolnshire,508350,424080,Northern,14996
5238,NHE,New Hythe,South East,Tonbridge and Malling,571190,159960,Southeastern,124612
2358,NLN,New Lane,North West,West Lancashire,342690,413140,Northern,6860
5567,NEM,New Malden,London,Kingston upon Thames (London),521410,168670,South West Trains,2981406
2974,NMC,New Mills Central,East Midlands,High Peak,399720,385330,Northern,209168
2769,NMN,New Mills Newtown,East Midlands,High Peak,399530,384750,Northern,204548
5881,NWM,New Milton,South East,New Forest,424234,95184,South West Trains,627954
8506,NPD,New Pudsey,Yorkshire And The Humber,Leeds,421120,434290,Northern,901862
6019,NSG,New Southgate,London,Enfield (London),528670,192220,Govia Thameslink Railway,836744
6498,NCT,Newark Castle,East Midlands,Newark and Sherwood,479600,354300,East Midlands Trains,752394
6499,NNG,Newark North Gate,East Midlands,Newark and Sherwood,480488,354510,Virgin Trains East Coast,900824
9919,NBE,Newbridge,Wales - Cymru,Caerffili - Caerphilly,321053,196956,Arriva Trains Wales,135866
3074,NBY,Newbury,South East,West Berkshire,447205,166730,Great Western Railway,1849046
3071,NRC,Newbury Racecourse,South East,West Berkshire,448252,166830,Great Western Railway,100302
7728,NCL,Newcastle,North East,Newcastle upon Tyne,424600,563820,Virgin Trains East Coast,8426644
9589,NCO,Newcourt,South West,Exeter,296097,90524,Great Western Railway,99394
8808,NEW,Newcraighall,Scotland,City of Edinburgh,331947,671655,ScotRail,234770
5330,NVH,Newhaven Harbour,South East,Lewes,544943,100926,Govia Thameslink Railway,52342
5331,NVN,Newhaven Town,South East,Lewes,544924,101489,Govia Thameslink Railway,236416
5175,NGT,Newington,South East,Swale,585914,164965,Southeastern,134280
7038,NMK,Newmarket,East,Forest Heath,564400,262700,Greater Anglia,363784
7039,NWE,Newport (Essex),East,Uttlesford,552231,233584,Greater Anglia,176142
3674,NWP,Newport (Gwent),Wales - Cymru,Casnewydd - Newport,330780,188245,Arriva Trains Wales,2614150
3523,NQY,Newquay,South West,Cornwall,181590,61770,Great Western Railway,102990
1863,NSD,Newstead,East Midlands,Gedling,452240,352810,East Midlands Trains,35868
9774,NTN,Newton,Scotland,South Lanarkshire,266450,660450,ScotRail,653312
3426,NTA,Newton Abbot,South West,Teignbridge,286752,71200,Great Western Railway,1193454
7834,NAY,Newton Aycliffe,North East,County Durham,426600,524360,Northern,61944
2789,NWN,Newton For Hyde,North West,Tameside,395639,395516,Northern,180436
5828,NTC,Newton St.Cyres,South West,Mid Devon,288040,98910,Great Western Railway,2940
6929,NEG,Newtongrange,Scotland,Midlothian,333175,664275,ScotRail,141644
2257,NLW,Newton-Le-Willows,North West,St. Helens,359350,395320,Northern,797258
8668,NWR,Newtonmore,Scotland,Highland,271580,798450,ScotRail,8770
9571,NOA,Newton-On-Ayr,Scotland,South Ayrshire,234130,623160,ScotRail,88898
4426,NWT,Newtown,Wales - Cymru,Powys - Powys,311100,291300,Arriva Trains Wales,161722
3895,NNP,Ninian Park,Wales - Cymru,Caerdydd - Cardiff,316640,175980,Arriva Trains Wales,125622
9609,NIT,Nitshill,Scotland,Glasgow City,252210,660150,ScotRail,112126
5568,NBT,Norbiton,London,Kingston upon Thames (London),519435,169545,South West Trains,2334570
5428,NRB,Norbury,London,Croydon (London),530710,169720,Govia Thameslink Railway,3483382
5460,NSB,Normans Bay,South East,Rother,568385,105672,Govia Thameslink Railway,8160
8528,NOR,Normanton,Yorkshire And The Humber,Wakefield,438165,422830,Northern,259238
9358,NBW,North Berwick,Scotland,East Lothian,354590,685150,ScotRail,566362
5636,NCM,North Camp,South East,Guildford,488600,153725,Great Western Railway,394970
5429,NDL,North Dulwich,London,Southwark (London),532950,174570,Govia Thameslink Railway,622984
6875,NFA,North Fambridge,East,Maldon,585622,197826,Greater Anglia,96430
2455,NLR,North Llanrwst,Wales - Cymru,Conwy - Conwy,279520,362260,Arriva Trains Wales,1582
9189,NQU,North Queensferry,Scotland,Fife,313150,680830,ScotRail,156472
7895,NRD,North Road,North East,Darlington,428960,515750,Northern,33350
5601,NSH,North Sheen,London,Richmond upon Thames (London),519030,175410,South West Trains,511550
7308,NWA,North Walsham,East,North Norfolk,628160,329740,Greater Anglia,251382
1422,NWB,North Wembley,London,Brent (London),517660,186220,London Underground,984332
7996,NTR,Northallerton,Yorkshire And The Humber,Hambleton,436430,493200,TransPennine Express,705876
1069,NMP,Northampton,East Midlands,Northampton,474759,260486,London Midland Trains,3147010
1111,NFD,Northfield,West Midlands,Birmingham,402420,278910,London Midland Trains,863196
5120,NFL,Northfleet,South East,Gravesham,561621,174435,Southeastern,111350
1478,NLT,Northolt Park,London,Ealing (London),513827,185570,Chiltern Railways,259380
6971,NUM,Northumberland Park,London,Haringey (London),534875,191030,Greater Anglia,437410
2326,NWI,Northwich,North West,Cheshire West and Chester,366950,373943,Northern,252638
7309,NRW,Norwich,East,Norwich,623900,308400,Greater Anglia,4111338
5376,NWD,Norwood Junction,London,Croydon (London),534000,168200,London Overground,4362552
1826,NOT,Nottingham,East Midlands,City of Nottingham,457455,339195,East Midlands Trains,7468864
1077,NUN,Nuneaton,West Midlands,Nuneaton and Bedworth,436470,292190,London Midland Trains,1286020
5068,NHD,Nunhead,London,Southwark (London),535390,176005,Govia Thameslink Railway,1156716
7946,NNT,Nunthorpe,North East,Redcar and Cleveland,453850,515050,Northern,35814
5262,NUT,Nutbourne,South East,Chichester,478740,105766,Govia Thameslink Railway,61878
5476,NUF,Nutfield,South East,Tandridge,530495,149170,Govia Thameslink Railway,78296
4689,OKN,Oakengates,West Midlands,Telford and Wrekin,369670,310730,London Midland Trains,59006
1904,OKM,Oakham,East Midlands,Rutland,485690,309030,East Midlands Trains,221118
6020,OKL,Oakleigh Park,London,Barnet (London),527000,194800,Govia Thameslink Railway,1041748
8725,OBN,Oban,Scotland,Argyll and Bute,185795,729888,ScotRail,164332
7451,OCK,Ockendon,East,Thurrock,559003,182828,c2c,990438
5310,OLY,Ockley,South East,Mole Valley,516477,140455,Govia Thameslink Railway,32680
5786,OKE,Okehampton,South West,West Devon,259220,94430,Great Western Railway,5926
4641,OHL,Old Hill,West Midlands,Sandwell,396280,285890,London Midland Trains,193902
2258,ORN,Old Roan,North West,Sefton,336990,399330,Merseyrail,921306
6003,OLD,Old Street,London,Islington (London),532700,182500,Govia Thameslink Railway,5323546
3219,OLF,Oldfield Park,South West,Bath and North East Somerset,373614,164533,Great Western Railway,313236
4533,OLT,Olton,West Midlands,Solihull,413400,282300,London Midland Trains,480448
5021,ORE,Ore,South East,Hastings,582458,110693,Govia Thameslink Railway,144410
2281,OMS,Ormskirk,North West,West Lancashire,341740,408435,Merseyrail,2263204
5122,ORP,Orpington,London,Bromley (London),545505,165875,Southeastern,5155016
2259,ORR,Orrell,North West,Wigan,353111,403973,Northern,90918
2247,OPK,Orrell Park,North West,Liverpool,336140,396560,Merseyrail,1057416
5071,OTF,Otford,South East,Sevenoaks,553200,159407,Southeastern,408126
7273,OUN,Oulton Broad North,East,Waveney,652420,293140,Greater Anglia,117920
7274,OUS,Oulton Broad South,East,Waveney,651920,292205,Greater Anglia,48616
8309,OUT,Outwood,Yorkshire And The Humber,Wakefield,432410,424430,Northern,407166
2157,OVE,Overpool,North West,Cheshire West and Chester,338490,376740,Merseyrail,154966
5526,OVR,Overton,South East,Basingstoke and Deane,451790,150830,South West Trains,193980
2090,OXN,Oxenholme Lake District,North West,South Lakeland,353125,490165,Virgin Trains (West Coast),571180
3115,OXF,Oxford,South East,Oxford,450477,206341,Great Western Railway,6631498
3121,OXP,Oxford Parkway,South East,Cherwell,450122,211963,Chiltern Railways,809812
5602,OXS,Oxshott,South East,Elmbridge,514172,160973,South West Trains,509090
5377,OXT,Oxted,South East,Tandridge,539317,152862,Govia Thameslink Railway,1533336
3087,PAD,Paddington,London,City of Westminster (London),526648,181251,Network Rail,35835970
5224,PDW,Paddock Wood,South East,Tunbridge Wells,567079,145272,Southeastern,1174732
2387,PDG,Padgate,North West,Warrington,363080,390030,Northern,150728
3427,PGN,Paignton,South West,Torbay,288960,60600,Great Western Railway,677904
9657,PCN,Paisley Canal,Scotland,Renfrewshire,248300,663420,ScotRail,398148
9683,PYG,Paisley Gilmour Street,Scotland,Renfrewshire,248304,664230,ScotRail,4115272
9664,PYJ,Paisley St.James,Scotland,Renfrewshire,247200,664800,ScotRail,81578
6021,PAL,Palmers Green,London,Enfield (London),530915,192745,Govia Thameslink Railway,1912628
3036,PAN,Pangbourne,South East,West Berkshire,463251,176664,Great Western Railway,456408
8479,PNL,Pannal,Yorkshire And The Humber,Harrogate,430710,451460,Northern,162026
4250,PTF,Pantyffynnon,Wales - Cymru,Sir Gaerfyrddin - Carmarthenshire,262300,210800,Arriva Trains Wales,4076
3524,PAR,Par,South West,Cornwall,207700,54100,Great Western Railway,195732
2402,PBL,Parbold,North West,West Lancashire,349080,410740,Northern,133482
1561,PKT,Park Street,East,St. Albans,514733,204274,London Midland Trains,20202
5882,PKS,Parkstone,South West,Poole,403770,91485,South West Trains,247142
3246,PSN,Parson Street,South West,City of Bristol,357849,170655,Great Western Railway,145608
9917,PTK,Partick,Scotland,Glasgow City,255630,666490,ScotRail,3026006
2032,PRN,Parton,North West,Copeland,297900,520610,Northern,7396
3213,PWY,Patchway,South West,South Gloucestershire,361060,180930,Great Western Railway,88008
2916,PAT,Patricroft,North West,Salford,376325,398733,Northern,73596
9775,PTT,Patterton,Scotland,East Renfrewshire,253675,657725,ScotRail,468536
1687,PEA,Peartree,East Midlands,City of Derby,435535,333413,East Midlands Trains,4132
5423,PMR,Peckham Rye,London,Southwark (London),534190,176330,Govia Thameslink Railway,7464200
7685,PEG,Pegswood,North East,Northumberland,422760,587150,Northern,1114
2403,PEM,Pemberton,North West,Wigan,355662,403959,Northern,64682
4140,PBY,Pembrey & Burry Port,Wales - Cymru,Sir Gaerfyrddin - Carmarthenshire,244700,200700,Arriva Trains Wales,145426
4101,PMB,Pembroke,Wales - Cymru,Sir Benfro - Pembrokeshire,199160,201130,Arriva Trains Wales,29844
4102,PMD,Pembroke Dock,Wales - Cymru,Sir Benfro - Pembrokeshire,197040,203550,Arriva Trains Wales,49362
4129,PNA,Penally,Wales - Cymru,Sir Benfro - Pembrokeshire,211820,199080,Arriva Trains Wales,5332
3863,PEN,Penarth,Wales - Cymru,Bro Morgannwg - the Vale of Glamorgan,318460,171420,Arriva Trains Wales,633412
3851,PCD,Pencoed,Wales - Cymru,Pen-y-bont ar Ogwr - Bridgend,296000,181700,Arriva Trains Wales,233420
4021,PGM,Pengam,Wales - Cymru,Caerffili - Caerphilly,315030,197570,Arriva Trains Wales,490342
5072,PNE,Penge East,London,Bromley (London),535395,170720,Southeastern,1771312
5378,PNW,Penge West,London,Bromley (London),534940,170510,London Overground,696946
4335,PHG,Penhelig,Wales - Cymru,Gwynedd - Gwynedd,262100,296150,Arriva Trains Wales,10400
6634,PNS,Penistone,Yorkshire And The Humber,Barnsley,425105,403275,Northern,156252
1195,PKG,Penkridge,West Midlands,South Staffordshire,392040,313990,London Midland Trains,236850
2494,PMW,Penmaenmawr,Wales - Cymru,Conwy - Conwy,271821,376557,Arriva Trains Wales,12212
3499,PNM,Penmere,South West,Cornwall,179835,32360,Great Western Railway,201614
3992,PER,Penrhiwceiber,Wales - Cymru,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",306050,197670,Arriva Trains Wales,44000
4473,PRH,Penrhyndeudraeth,Wales - Cymru,Gwynedd - Gwynedd,261320,338820,Arriva Trains Wales,56788
2102,PNR,Penrith,North West,Eden,351145,529900,Virgin Trains (West Coast),547208
3525,PYN,Penryn,South West,Cornwall,177900,34710,Great Western Railway,255800
4463,PES,Pensarn,Wales - Cymru,Gwynedd - Gwynedd,257800,328000,Arriva Trains Wales,3234
5477,PHR,Penshurst,South East,Sevenoaks,551957,146480,Govia Thameslink Railway,31894
3944,PTB,Pentre-Bach,Wales - Cymru,Merthyr Tudful - Merthyr Tydfil,306000,203800,Arriva Trains Wales,22450
4254,PNY,Pen-Y-Bont,Wales - Cymru,Powys - Powys,309900,264800,Arriva Trains Wales,1858
4409,PNC,Penychain,Wales - Cymru,Gwynedd - Gwynedd,242800,336500,Arriva Trains Wales,3540
2433,PNF,Penyffordd,Wales - Cymru,Sir y Fflint - Flintshire,329540,361180,Arriva Trains Wales,22386
3526,PNZ,Penzance,South West,Cornwall,147588,30599,Great Western Railway,560338
3528,PRW,Perranwell,South West,Cornwall,178080,39810,Great Western Railway,34652
1128,PRY,Perry Barr,West Midlands,Birmingham,406750,290960,London Midland Trains,628862
4887,PSH,Pershore,West Midlands,Wychavon,395200,248030,Great Western Railway,103956
8805,PTH,Perth,Scotland,Perth and Kinross,311220,723133,ScotRail,1081476
6133,PBO,Peterborough,East,City of Peterborough,518700,298900,Virgin Trains East Coast,4774744
5657,PTR,Petersfield,South East,East Hampshire,474387,123571,South West Trains,1432978
5123,PET,Petts Wood,London,Bromley (London),544440,167550,Southeastern,2273484
5461,PEV,Pevensey & Westham,South East,Wealden,563868,104381,Govia Thameslink Railway,124246
5462,PEB,Pevensey Bay,South East,Wealden,565137,104606,Govia Thameslink Railway,7246
3062,PEW,Pewsey,South West,Wiltshire,416070,160370,Great Western Railway,238904
3214,PIL,Pilning,South West,South Gloucestershire,356620,184380,Great Western Railway,230
5757,PIN,Pinhoe,South West,Exeter,296413,94160,South West Trains,94242
8801,PIT,Pitlochry,Scotland,Perth and Kinross,293830,758100,ScotRail,121342
7452,PSE,Pitsea,East,Basildon,573828,187585,c2c,1231396
2752,PLS,Pleasington,North West,Blackburn with Darwen,364200,426200,Northern,9570
8670,PLK,Plockton,Scotland,Highland,179450,832950,ScotRail,9998
5225,PLC,Pluckley,South East,Ashford,592221,143279,Southeastern,111320
2308,PLM,Plumley,North West,Cheshire East,372112,375381,Northern,27682
5332,PMP,Plumpton,South East,Lewes,536420,116148,Govia Thameslink Railway,108922
5208,PLU,Plumstead,London,Greenwich (London),544800,178820,Southeastern,1331828
3580,PLY,Plymouth,South West,City of Plymouth,247700,55300,Great Western Railway,2509452
5885,POK,Pokesdown,South West,Bournemouth,412440,92400,South West Trains,323198
5455,PLG,Polegate,South East,Wealden,558238,104813,Govia Thameslink Railway,850722
1078,PSW,Polesworth,West Midlands,North Warwickshire,426460,303190,London Midland Trains,1270
9820,PWE,Pollokshaws East,Scotland,Glasgow City,256835,661410,ScotRail,383900
9804,PWW,Pollokshaws West,Scotland,Glasgow City,255910,661350,ScotRail,146428
9821,PLE,Pollokshields East,Scotland,Glasgow City,258040,663200,ScotRail,425492
9623,PLW,Pollokshields West,Scotland,Glasgow City,257580,662840,ScotRail,198346
9936,PMT,Polmont,Scotland,Falkirk,293100,678190,ScotRail,756212
3422,POL,Polsloe Bridge,South West,Exeter,294097,93483,Great Western Railway,129836
6819,PON,Ponders End,London,Enfield (London),536060,195545,Greater Anglia,563314
4251,PTD,Pontarddulais,Wales - Cymru,Abertawe - Swansea,258790,204080,Arriva Trains Wales,5522
8540,PFR,Pontefract Baghill,Yorkshire And The Humber,Wakefield,446100,421940,Northern,6148
8548,PFM,Pontefract Monkhill,Yorkshire And The Humber,Wakefield,446070,422730,Northern,271682
8541,POT,Pontefract Tanshelf,Yorkshire And The Humber,Wakefield,445070,422180,Northern,33328
4023,PLT,Pontlottyn,Wales - Cymru,Caerffili - Caerphilly,311800,206100,Arriva Trains Wales,21764
3850,PYC,Pontyclun,Wales - Cymru,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",303460,181459,Arriva Trains Wales,302896
2459,PYP,Pont-y-Pant,Wales - Cymru,Conwy - Conwy,275280,353610,Arriva Trains Wales,812
3744,PPL,Pontypool and New Inn,Wales - Cymru,Tor-faen - Torfaen,330000,200400,Arriva Trains Wales,71832
3904,PPD,Pontypridd,Wales - Cymru,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",307190,189800,Arriva Trains Wales,801850
5883,POO,Poole,South West,Poole,401274,91089,South West Trains,1173356
8254,POP,Poppleton,Yorkshire And The Humber,York,455940,453650,Northern,61456
9667,PTG,Port Glasgow,Scotland,Inverclyde,232070,674430,ScotRail,552498
2198,PSL,Port Sunlight,North West,Wirral,333660,384060,Merseyrail,659854
4181,PTA,Port Talbot Parkway,Wales - Cymru,Castell-nedd Port Talbot - Neath Port Talbot,276700,189600,Arriva Trains Wales,504524
5928,PTC,Portchester,South East,Fareham,461749,105835,South West Trains,358524
3870,POR,Porth,Wales - Cymru,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",302660,191350,Arriva Trains Wales,341742
4313,PTM,Porthmadog,Wales - Cymru,Gwynedd - Gwynedd,256630,339190,Arriva Trains Wales,72120
8860,PLN,Portlethen,Scotland,Aberdeenshire,392420,796710,ScotRail,45936
5276,PLD,Portslade,South East,The City of Brighton and Hove,526471,105551,Govia Thameslink Railway,950808
